title,id,rating,year,imdbid
Passage de Venus,9602,0,1874,3155794
La Rosace Magique,9804,0,1877,14495706
Sallie Gardner at a Gallop,9603,0,1878,2221420
Le singe musicien,9806,0,1878,12592084
Athlete Swinging a Pick,9816,0,1881,7816420
Buffalo Running,9831,0,1883,5459794
L&#39;homme machine,9832,0,1885,8588366
Man Walking Around the Corner,9614,0,1887,2075247
Cockatoo Flying,9836,0,1887,8133192
Child Carrying Flowers to Woman,9837,0,1887,7411790
Jumping Over a Man&#39;s Back-Leapfrog,9838,0,1887,7541160
Man Riding Jumping Horse,9841,0,1887,7754902
Baboon Climbing a Pole,9902,0,1887,8361552
Roundhay Garden Scene,8040,0,1888,392728
Accordion Player,9615,0,1888,1758563
Traffic Crossing Leeds Bridge,9616,0,1888,343112
Pferd und Reiter Springen uber ein Hindernis,9675,0,1888,3274100
Brighton Street Scene,9947,0,1888,2116853
"Leisurely Pedestrians, Open Topped Buses and Hansom Cabs with Trotting Horses",9619,0,1889,466876
Hyde Park Corner,9945,0,1889,2116898
"Monkeyshines, No. 1",9617,0,1890,361921
"Monkeyshines, No. 2",9618,0,1890,416046
London&#39;s Trafalgar Square,9621,0,1890,1202028
"Monkeyshines, No. 3",9678,0,1890,416047
Mosquinha,9946,0,1890,5285442
"Traffic in King&#39;s Road, Chelsea",9944,0,1890,2116968
Dickson Greeting,9626,0,1891,241373
Men Boxing,9628,0,1891,241715
Newark Athlete,9629,0,1891,241763
"Duncan and Another, Blacksmith Shop",9792,0,1891,241393
Duncan Smoking,9793,0,1891,241392
Duncan or Devonald with Muslin Cloud,9794,0,1891,241394
"Monkey and Another, Boxing",9795,0,1891,241735
Je vous aime,9800,0,1891,3201916
La vague,9802,0,1891,3508566
Two Fencers,9943,0,1891,5447082
Pauvre Pierrot,5433,0,1892,3
Un bon bock,9631,0,1892,4
Le clown et ses chiens,9632,0,1892,2
Fencing,9951,0,1892,241446
Le prince de Galles,9952,0,1892,234520
Wrestling,9948,0,1892,242148
Boxing,9986,0,1892,241266
Blacksmith Scene,9583,0,1893,5
Annabelle Butterfly Dance,9636,0,1894,229217
Edison Kinetoscope Records: Annie Oakley,9642,0,1894,8419312
Autour d&#39;une cabine,9646,0,1894,15
"Barbershop, The",9648,0,1894,229235
Bucking Broncho,9649,0,1894,309396
Buffalo Dance,9650,0,1894,309402
Edison Kinetoscopic Record of a Sneeze,9652,0,1894,8
Dickson Experimental Sound Film,9654,0,1894,177707
Chinese Opium Den,9655,0,1894,6
Corbett and Courtney Before the Kinetograph,9656,0,1894,7
Falling Cat,9662,0,1894,2049440
"Glenroy Bros., No. 2",9663,0,1894,312728
Glenroy Brothers,9664,0,1894,256782
Leonard-Cushing Fight,9668,0,1894,203646
"Luis Martinetti, Contortionist",9671,0,1894,277115
Sandow No. 2,9673,0,1894,2161519
Sandow No. 3,9674,0,1894,2161521
Reve au coin du feu,9681,0,1894,413219
Miss Jerry,9779,0,1894,9
Tables Turned on the Gardener,5444,0,1895,14
"Execution of Mary, Queen of Scots, The",6200,0,1895,132134
Akrobatisches Potpourri,9679,1,1895,11
Annabelle Serpentine Dance,9683,0,1895,154152
Italienischer Bauerntanz,9714,0,1895,17
Baby&#39;s Dinner,9715,1,1895,29
Billy Edwards and the Unknown,9766,0,1895,477266
Blacksmith Scene,9767,0,1895,22
Barque sortant du port,9787,0,1895,16
"House of the Devil, The",4982,0,1896,91
Une nuit terrible,5406,0,1896,131
La fee aux choux,5445,0,1896,223341
"Arrival of a Train, The",6199,0,1896,12
Sandow,9672,0,1896,1428455
Alger: rue Bab-Azoun,9949,0,1896,1672718
Lassage des boeufs pour le labour,9950,0,1896,1736599
Lancement d&#39;un navire,9901,0,1896,222137
Bataille de neige,9328,0,1897,41
Four Heads Are Better Than One,4978,0,1898,135696
"Astronomer&#39;s Dream; or, The Man in the Moon, The",5410,0,1898,211
"Temptation of St. Anthony, The",5411,0,1898,224240
A Turn of the Century Illusionist,4994,0,1899,246
Cinderella,5914,3,1899,230
Sherlock Holmes Baffled,1594,0,1900,291476
"Enchanted Drawing, The",4271,0,1900,300
Grandma&#39;s Reading Glass,4343,0,1900,304
As Seen Through A Telescope (a.k.a The Professor and His Field Glass),4344,0,1900,272
Explosion of a Motor Car (a.k.a The Dlights of Automobiling),4345,0,1900,257654
Hamlet ( Le Duel d&#39;Hamlet),4346,0,1900,306
"One-Man Band, The",4993,0,1900,135453
Grandma Threading Her Needle,5069,0,1900,377995
"Searching Ruins on Broadway, Galveston, for Dead Bodies",5072,0,1900,230746
Let Me Dream Again,5438,0,1900,313
"Doctor and the Monkey, The",5446,0,1900,227438
L&#39;homme a la tete en caoutchouc,4995,0,1901,359
Reve et realite,5437,0,1901,258104
Bluebeard,5500,0,1901,131934
Le voyage dans la lune,1252,0,1902,417
Gulliver&#39;s Travels,5431,0,1902,229024
"Twentieth Century Tramp; or, Happy Hooligan and His Airship, The",5432,0,1902,367177
Mephistopheles&#39; School of Magic,5443,0,1902,413
"Great Train Robbery, The",1319,0,1903,439
"Infernal Boiling Pot, The",5002,0,1903,135180
"Music Lover, The",5063,0,1903,455
"Monster, The",5064,0,1903,223755
"Enchanted Well, The",5683,0,1903,189498
"Cook in Trouble, The",5224,0,1904,215664
"Living Playing Cards, The",5404,0,1904,135179
"Untamable Whiskers, The",5601,0,1904,135631
Le voyage a travers l&#39;impossible,6135,0,1904,499
"Scheming Gambler&#39;s Paradise, The",5003,0,1905,135690
"Black Imp, The",5602,0,1905,215575
"Story of the Kelly Gang, The",1349,1,1906,574
"Mysterious Retort, The",5024,0,1906,216016
Humorous Phases of Funny Faces,5435,0,1906,554
"Hilarious Posters, The",5603,0,1906,135122
"400 Tricks of the Devil, The",5684,0,1906,567
A Funny Shave,6206,0,1906,449172
"Consequence of Feminism, The",7215,0,1906,1260944
"Eclipse: Courtship of the Sun and Moon, The",5223,0,1907,215737
Good Glue Sticks,5615,0,1907,215817
Unusual Cooking,6231,0,1908,1802750
"Princess Nicotine; or, The Smoke Fairy",4409,2,1909,1009
"Devilish Tenant, The",5635,0,1909,127948
Le barometre de la fidelite,6211,1,1909,277596
Tilly the Tomboy Visits the Poor,1464,3,1910,232821
Mobilier fidele,4983,0,1910,486978
A Trip to Mars,5685,0,1910,1515725
Cleopatra,2003,2,1912,2101
"Invaders, The",2005,0,1912,2281
Max and the Donkey,5357,0,1912,277865
"Voyage of the Bourrichon Family, The",5364,0,1913,3512
Suspense,5915,0,1913,3424
A Florida Enchantment,4457,2,1914,3973
"Birth of a Nation, The",1258,2,1915,4972
Gretchen the Greenhorn,2008,3,1916,6745
Lady Windermere&#39;s Fan,2014,3,1916,279914
"Vagabond, The",5368,0,1916,7507
Intolerance: Love&#39;s Struggle Throughout the Ages,5944,0,1916,6864
Snow White,7004,3,1916,7361
A Tale of Two Cities,1981,3,1917,8652
Rebecca of Sunnybrook Farm,1993,3,1917,8499
"Poor Little Rich Girl, The",1994,3,1917,8443
A Romance of the Redwoods,2015,0,1917,8519
"Raffles, the Amateur Cracksman",2019,2,1917,8489
Tarzan of the Apes,1996,3,1918,9682
Stella Maris,2007,3,1918,9652
Are Crooks Dishonest?,5441,0,1918,8844
Ich mochte kein Mann sein,7108,3,1918,10281
When the Clouds Roll by,2018,3,1919,10879
Broken Blossoms or The Yellow Man and the Girl,2588,0,1919,9968
"Cabinet of Dr. Caligari, The",1306,0,1920,10323
Pollyanna,1991,3,1920,11588
Within Our Gates,5948,3,1920,11870
Orphans of the Storm,1263,3,1921,12532
"Kid, The",3945,0,1921,12349
"Blot, The",4204,3,1921,11979
K&ouml;rkarlen (The Phantom Carriage),5898,2,1921,12364
"Nosferatu, eine Symphonie des Grauens",1307,2,1922,13442
"Phantom, The",1631,2,1922,13496
Nathan der Weise,1778,2,1922,13428
"Man from Beyond, The",2001,1,1922,13367
H&auml;xan: Witchcraft Through the Ages,3800,3,1922,13257
"Paleface, The",5361,0,1922,12543
Nanook of the North,5901,1,1922,13427
Foolish Wives,5958,3,1922,13140
"Dr. Mabuse, der Spieler - Ein Bild der Zeit",5967,3,1922,13086
Safety Last!,1961,0,1923,14429
Why Worry?,1967,0,1923,14611
"Silent Command, The",1998,2,1923,14469
La souriante Madame Beudet,5888,3,1923,13626
Our Hospitality,5949,0,1923,14341
A Woman of Paris,8947,2,1923,14624
Die Nibelungen,1337,2,1924,15175
Kriemhild&#39;s Revenge,1338,2,1924,15174
"Thief of Bagdad, The",1264,0,1924,15400
Wild Oranges,1960,0,1924,15498
"Navigator, The",2009,0,1924,15163
Sherlock Jr.,2011,0,1924,15324
Girl Shy,2016,0,1924,14945
Manhandled,2020,3,1924,15116
"Great White Silence, The",2413,0,1924,1764657
Help!,6209,0,1924,13845
Greed,8458,3,1924,15881
"Phantom of the Opera, The",1305,2,1925,16220
Battleship Potemkin,1308,0,1925,15648
"Gold Rush, The",1309,0,1925,15864
Go West,1978,0,1925,15863
"Freshman, The",2012,0,1925,15841
Seven Chances,3077,0,1925,16332
"Lost World, The",5514,2,1925,16039
"Big Parade, The",5962,2,1925,15624
Stachka,5991,0,1925,15361
"Temptress, The",1334,1,1926,17449
Flesh and the Devil,1260,1,1926,16884
"General, The",1310,0,1926,17925
For Heaven&#39;s Sake,1966,0,1926,16895
So&#39;s Your Old Man,3217,3,1926,17410
Die Abenteuer des Prinzen Achmed,5974,1,1926,15532
It,1227,3,1927,18033
Metropolis,1267,1,1927,17136
Abel Gance&#39;s Napoleon,1312,2,1927,18192
"Unknown, The",1311,0,1927,18528
Sunrise: A Song of Two Humans,1632,2,1927,18455
"Kid Brother, The",1964,0,1927,18051
Nevada,1982,0,1927,18199
My Best Girl,2010,3,1927,18183
Wings,3118,1,1927,18578
"Jazz Singer, The",5975,1,1927,18037
Downhill [When Boys Leave Home],7324,1,1927,17825
"Cat and the Canary, The",11142,3,1927,17739
"Passion of Joan of Arc, The",1314,0,1928,19254
Speedy,1963,0,1928,19412
"Circus, The",1968,0,1928,18773
"Cameraman, The",1970,0,1928,18742
"Steamboat Bill, Jr.",1971,0,1928,19421
"Racket, The",1972,0,1928,19304
Beggars of Life,1977,0,1928,18684
"Power of the Press, The",1979,1,1928,19290
A Girl in Every Port,1980,0,1928,18937
"Patsy, The",2013,3,1928,19258
While the City Sleeps,2017,2,1928,19571
"Man Who Laughs, The",2021,2,1928,19130
"Crowd, The",5912,1,1928,18806
"Docks of New York, The",5984,2,1928,18839
Our Dancing Daughters,9314,2,1928,19237
Un chien andalou,1313,0,1929,20530
"Cocoanuts, The",1953,2,1929,19777
Welcome Danger,1962,0,1929,20572
Pandora&#39;s Box (Die B&uuml;chse der Pandora),2324,3,1929,18737
Man with a Movie Camera,3897,0,1929,19760
Blackmail,5979,2,1929,19702
Throw of the Dice,6046,0,1929,20286
Juno and the Paycock [The Shame of Mary Boyle],7287,3,1929,21015
Broadway Melody,8464,3,1929,19729
"Blue Angel, The",1315,1,1930,20697
All Quiet on the Western Front,1316,0,1930,20629
Anna Christie,1326,3,1930,20641
Ladies of Leisure,3713,3,1930,21040
L&#39;Age d&#39;Or,3871,0,1930,21577
Morocco,3865,1,1930,21156
Min and Bill,3927,3,1930,21148
Be Yourself,4253,2,1930,20670
"Bat Whispers, The",6782,3,1930,20668
Murder!,7291,3,1930,21165
Animal Crackers,8463,3,1930,20640
M,610,3,1931,22100
M&auml;dchen in Uniform,628,3,1931,22183
Night Nurse,636,3,1931,22208
Frankenstein,1317,1,1931,21884
Anna Christie,1327,3,1931,20642
Mata Hari,1333,3,1931,23196
Tabu: A Story of the South Seas,1633,0,1931,22458
Indiscreet,1828,3,1931,22000
"Last Flight, The",1956,0,1931,22054
Pardon Us,1974,0,1931,22251
Dracula,1985,2,1931,21814
Monkey Business,2384,1,1931,22158
City Lights,2705,3,1931,21749
"Smiling Lieutenant, The",4243,2,1931,22074
"Cheat, The",5741,3,1931,21735
"Public Enemy, The",5934,3,1931,22286
La Chienne,6030,3,1931,21739
A Nous la Liberte,6031,1,1931,22599
Little Caesar,6043,1,1931,21079
"Skin Game, The",7294,3,1931,22395
Rich and Strange [East of Shanghai],7296,2,1931,23395
Dracula,8213,3,1931,21815
Cimarron,8467,3,1931,21746
Hyppolit a lakaj,8557,1,1931,21985
Skippy,9095,3,1931,22397
"Champ, The",9110,1,1931,21730
I Am a Fugitive from a Chain Gang,1318,1,1932,23042
Grand Hotel,1328,3,1932,22958
"Age of Consent, The",1983,2,1932,22614
Horse Feathers,2383,1,1932,23027
White Zombie,2550,0,1932,23694
Boudu Saved from Drowning,2767,1,1932,22718
"I Was Born, But...",3530,1,1932,23634
"Most Dangerous Game, The",3658,0,1932,23238
Freaks,3659,2,1932,22913
Island of Lost Souls,3844,1,1932,24188
"Old Dark House, The",4775,3,1932,23293
Merrily We Go to Hell,5742,3,1932,23213
"Girl from Calgary, The",5783,2,1932,22940
Vampyr,5910,3,1932,23649
Shanghai Express,5929,3,1932,23458
Three on a Match,6051,3,1932,23590
Love Me Tonight,6052,2,1932,23158
Scarface,6063,1,1932,23427
Red-Headed Woman,6092,3,1932,23385
"Death Kiss, The",6176,1,1932,23935
Thirteen Women,6852,3,1932,23582
"Blue Light (Das Blaue Licht), The",6990,1,1932,22694
Number 17,7301,0,1932,23285
"Bitter Tea of General Yen, The",10705,3,1932,23814
Footlight Parade,802,3,1933,24028
Queen Christina,1330,3,1933,24481
"Private Life of Henry VIII., The",1248,1,1933,24473
King Kong,2229,0,1933,24216
Little Women,2231,3,1933,24264
Alice in Wonderland,3188,3,1933,23753
"Vampire Bat, The",3210,3,1933,24727
42nd Street,4335,3,1933,24034
Day of Reckoning,5029,3,1933,23932
Duck Soup,5185,1,1933,23969
Tomorrow at Seven,5752,3,1933,24679
Gold Diggers of 1933,5916,3,1933,24069
Female,6056,3,1933,24008
A Study in Scarlet,6193,3,1933,24625
"Peanut Vendor, The",6205,0,1933,24432
"Invisible Man, The",7450,1,1933,24184
Baby Face,7528,3,1933,23775
Design for Living,8346,1,1933,23940
Cavalcade,8477,3,1933,23876
"Kennel Murder Case, The",10492,1,1933,24210
She Done Him Wrong,10702,2,1933,24548
Sons of the Desert,10714,3,1933,24601
It Happened One Night,621,3,1934,25316
"Cat&#39;s-Paw, The",1324,1,1934,24961
"Scarlet Empress, The",1325,3,1934,25746
"Painted Veil, The",1329,1,1934,25617
"Count of Monte Cristo, The",1246,1,1934,25004
Cleopatra,1270,1,1934,24991
Of Human Bondage,1379,1,1934,25586
L&#39;atalante,1795,0,1934,24844
"Lost Patrol, The",1969,0,1934,25423
Spitfire,4443,3,1934,25822
Maniac,4702,3,1934,25465
Anne of Green Gables,5319,3,1934,24831
Lost in the Stratosphere,5523,2,1934,25424
Search for Beauty,5821,3,1934,25755
Evelyn Prentice,6772,3,1934,25091
"Man Who Knew Too Much, The",7304,3,1934,25452
Imitation of Life,7999,3,1934,25301
Mystery Liner,8653,0,1934,25543
It&#39;s a Gift,10824,3,1934,25318
Top Hat,595,2,1935,27125
"39 Steps, The",1242,3,1935,26029
Anna Karenina,1261,2,1935,26071
Mutiny on the Bounty,1361,1,1935,26752
Naughty Marietta,1685,3,1935,26768
Roberta,2362,3,1935,26942
Magnificent Obsession,2756,3,1935,26667
A Night At The Opera,3881,1,1935,26778
"Bride of Frankenstein, The",3891,3,1935,26138
"Lady in Scarlet, The",5750,2,1935,26599
"Riverside Murder, The",5913,2,1935,26939
Mad Love,7998,2,1935,26663
Swing Time,596,1,1936,28333
Modern Times,1323,0,1936,27977
"Charge of the Light Brigade, The",1237,1,1936,27438
San Francisco,1359,1,1936,28216
Wife vs. Secretary,1360,2,1936,28505
"Petrified Forest, The",1369,3,1936,28096
Mr. Deeds Goes to Town,1992,3,1936,27996
Born to Dance,2363,3,1936,27387
Revolt of the Zombies,2554,0,1936,28174
Earthworm Tractors,2699,1,1936,27562
Osaka Elegy,2853,3,1936,28021
Theodora Goes Wild,3280,3,1936,28355
"Great Ziegfeld, The",3401,3,1936,27698
"Mandarin Mystery, The",3548,3,1936,29207
"Only Son, The",3560,3,1936,27752
Camille,3598,3,1936,28683
Pennies from Heaven,4010,3,1936,28092
Romeo and Juliet,4069,3,1936,28203
Bullets or Ballots,4143,3,1936,27407
My Man Godfrey,5852,2,1936,28010
Sabotage,5926,3,1936,28212
Fury,6096,2,1936,27652
Murder at Glen Athol,6174,3,1936,28000
Il caso Valdemar,6210,0,1936,3427056
These Three,7227,2,1936,28356
Secret Agent,7308,3,1936,28231
Dracula&#39;s Daughter,7992,3,1936,27545
Shall We Dance,597,1,1937,29546
Stage Door,631,3,1937,29604
Stella Dallas,795,3,1937,29608
Conquest,1332,2,1937,28739
Topper,1335,2,1937,29682
Lost Horizon,1336,2,1937,29162
"Prisoner of Zenda, The",1240,1,1937,29442
Knight Without Armor,1244,2,1937,29087
Parnell,1358,2,1937,29377
Snow White and the Seven Dwarfs,1976,3,1937,29583
A Day at the Races,2382,2,1937,28772
Nothing Sacred,3968,0,1937,29322
Make Way for Tomorrow,4255,3,1937,29192
Murder at the Baskervilles (Silver Blaze),5617,1,1937,29565
Pepe le Moko,5740,2,1937,29453
"Awful Truth, The",6554,3,1937,28597
"Girl Was Young, The",7317,3,1937,29811
Marked Woman,7877,3,1937,29217
"Bizarre, Bizarre",8473,3,1937,27552
"Life of Emile Zola, The",8478,1,1937,29146
Wee Willie Winkie,10352,3,1937,29751
Captains Courageous,10838,0,1937,28691
Carefree,594,2,1938,29971
"Lady Vanishes, The",620,3,1938,30341
Holiday,994,3,1938,30241
"Dawn Patrol, The",1238,0,1938,30044
Jezebel,1367,2,1938,30287
"Sisters, The",1378,2,1938,30755
Boys Town,2467,0,1938,29942
"Mr. Wong, Detective",2590,1,1938,30473
"Adventures of Robin Hood, The",3103,2,1938,29843
Bluebeard&#39;s Eighth Wife,3283,2,1938,29929
Bringing Up Baby,3400,3,1938,29947
Four Daughters,3951,3,1938,30149
"Mad Miss Manton, The",4495,3,1938,30396
"Baker&#39;s Wife, The",6042,1,1938,30127
Angels with Dirty Faces,7290,1,1938,29870
"Wizard of Oz, The",174,3,1939,32138
Gone with the Wind,291,3,1939,31381
Dodge City,383,2,1939,31235
"Women, The",588,3,1939,32143
Stagecoach,593,3,1939,31971
Wuthering Heights,1239,2,1939,32145
"Goodbye, Mr. Chips",1245,2,1939,31385
Ninotchka,1259,3,1939,31725
Juarez,1368,2,1939,31516
Dark Victory,1370,3,1939,31210
Essex and Elizabeth,1371,2,1939,31826
Young Mr. Lincoln,1382,2,1939,32155
Jesse James,1383,2,1939,31507
Drums Along the Mohawk,1384,2,1939,31252
"Story of Alexander Graham Bell, The",1385,2,1939,31981
"Flying Deuces, The",1973,0,1939,31322
"Hunchback of Notre Dame, The",2086,0,1939,31455
At the Circus,2372,2,1939,31060
"Gorilla, The",2555,3,1939,31387
Mr. Wong in Chinatown,2622,1,1939,31680
Of Mice and Men,2851,1,1939,31742
"Rules of the Game, The",3089,3,1939,31885
Babes in Arms,3723,3,1939,31066
Destry Rides Again,5634,3,1939,31225
Nancy Drew... Reporter,5763,3,1939,31709
"Adventures of Sherlock Holmes, The",5863,3,1939,31022
Mr. Smith Goes to Washington,5946,2,1939,31679
Jamaica Inn,7322,3,1939,31505
Le jour se l&egrave;ve,8098,2,1939,31514
Gulliver&#39;s Travels,8511,0,1939,31397
Love Affair,9038,3,1939,31593
Gunga Din,10848,0,1939,31398
Only Angels Have Wings,10880,2,1939,31762
Pinocchio,478,1,1940,32910
Rebecca,618,3,1940,32976
"Thief of Bagdad, The",1265,0,1940,33152
"Mortal Storm, The",1501,3,1940,32811
Comrade X,1355,2,1940,32349
Boom Town,1356,1,1940,32273
Strange Cargo,1357,0,1940,33105
"Return of Frank James, The",1366,0,1940,32983
"All This, and Heaven Too",1373,2,1940,32194
"Letter, The",1380,2,1940,32701
"Grapes of Wrath, The",1387,3,1940,32551
A Chump at Oxford,1975,0,1940,32339
"Ape, The",2556,3,1940,32215
Santa Fe Trail,2678,1,1940,33021
His Girl Friday,3033,3,1940,32599
"Sea Hawk, The",3050,3,1940,33028
"Great Dictator, The",3470,3,1940,32553
Pride and Prejudice,4257,3,1940,32943
Primrose Path,4354,3,1940,32946
Chamber of Horrors / Door with the Seven Locks,4363,2,1940,32406
"Dance, Girl, Dance",4415,3,1940,32376
"Philadelphia Story, The",4943,3,1940,32904
Fantasia,5039,0,1940,32455
Anne Of Windy Poplars,5320,3,1940,32211
Gaslight,5773,3,1940,31359
"Last Alarm, The",5802,3,1940,32690
Foreign Correspondent,7311,1,1940,32484
"Shop Around the Corner, The",7861,3,1940,33045
Knute Rockne All American,8480,1,1940,32676
Two-Faced Woman,1331,2,1941,34328
"Shanghai Gesture, The",1512,3,1941,34175
"Maltese Falcon, The",1230,1,1941,33870
Citizen Kane,1266,1,1941,33467
Dumbo,1117,2,1941,33563
"Little Foxes, The",1372,2,1941,33836
"Lady Eve, The",1386,2,1941,33804
"Devil and Miss Jones, The",1682,3,1941,33533
Mr. Bug Goes to Town,1941,1,1941,33727
High Sierra,2410,1,1941,33717
"Wolf Man, The",2436,2,1941,34398
Cheers for Miss Bishop,2446,3,1941,33459
Men of Boys Town,2468,1,1941,33902
49th Parallel,2867,0,1941,33627
Buck Privates,2906,3,1941,33436
Hold That Ghost,2910,3,1941,33723
Meet John Doe,3717,3,1941,33891
Sullivan&#39;s Travels,4359,3,1941,34240
Murder by Invitation,6171,3,1941,33928
Ladies In Retirement,6318,1,1941,33802
Suspicion,7329,3,1941,34248
Sun valley serenade,8625,0,1941,34241
How Green Was My Valley,8983,3,1941,33729
"Reluctant Dragon, The",9025,3,1941,34091
King of the Zombies,9192,3,1941,33787
Ball of Fire,10347,2,1941,33373
"Major and the Minor, The",681,3,1942,35019
"Now, Voyager",689,3,1942,35140
Casablanca,1076,1,1942,34583
"Magnificent Ambersons, The",1289,2,1942,35015
Bambi,1116,1,1942,34492
Son of Fury: The Story of Benjamin Blake,1388,1,1942,35360
For Me and My Gal,1675,3,1942,34746
I Married an Angel,1686,3,1942,34882
Cat People,2708,3,1942,34587
Black Dragons,3518,0,1942,34521
There Was a Father,3789,0,1942,34591
Tales of Manhattan,3875,2,1942,35415
"Man Who Came to Dinner, The",4475,3,1942,33874
Woman of the Year,4870,3,1942,35567
To Be or Not to Be,5303,0,1942,35446
Sherlock Holmes and the Secret Weapon,5859,1,1942,35317
Saboteur,5938,1,1942,35279
Saboteur,5939,1,1942,35279
Mrs. Miniver,6384,3,1942,35093
Saludos Amigos,7696,0,1942,36326
"Corpse Vanishes, The",7697,1,1942,34613
"Gay Sisters, The",10343,3,1942,34770
Old Acquaintance,1374,3,1943,36230
Watch on the Rhine,1375,3,1943,36515
Girl Crazy,1691,1,1943,35942
I Walked with a Zombie,1955,3,1943,36027
"Sky&#39;s the Limit, The",1959,1,1943,36363
Sahara,1987,0,1943,36323
Guadalcanal Diary,1988,0,1943,35957
Tender Comrade,2407,3,1943,36418
Day of Wrath,3753,3,1943,36506
"Life and Death of Colonel Blimp, The",3839,2,1943,36112
Le Corbeau: The Raven,3890,3,1943,35753
Shadow of a Doubt,4617,3,1943,36342
Judo Saga (Sanshiro Sugata),4699,0,1943,36400
Cry &#39;Havoc&#39;,5209,3,1943,35770
Fires Were Started,5554,0,1943,35881
"Ox-Bow Incident, The",6310,1,1943,36244
So Proudly We Hail!,6315,3,1943,36367
Jane Eyre,6781,3,1943,36969
"More the Merrier, The",7410,1,1943,36172
La main du diable,7475,1,1943,35017
Angels of Sin,7834,3,1943,35636
"Seventh Victim, The",8090,3,1943,36341
China,8501,3,1943,35735
Ossessione,8801,1,1943,35160
Millions Like Us,10283,3,1943,36160
Heaven Can Wait,10778,3,1943,35979
Arsenic and Old Lace,201,3,1944,36613
Double Indemnity,1416,3,1944,36775
Mr. Skeffington,1376,2,1944,37094
Meet Me in St. Louis,1676,3,1944,37059
Hail the Conquering Hero,1683,2,1944,36891
Torment,2045,0,1944,36914
Window in the Window,2181,1,1944,37469
Laura,2715,3,1944,37008
Cover Girl,3134,3,1944,36723
Since You Went Away,3154,3,1944,37280
To Have and Have Not,3245,3,1944,37382
I&#39;ll Be Seeing You,3279,3,1944,36940
National Velvet,4222,3,1944,37120
"Most Beautiful (Ichiban utsukushiku), The",4698,3,1944,36947
Lifeboat,5983,3,1944,37017
"Three Caballeros, The",6319,0,1944,38166
Minstrel Man,6420,1,1944,37076
A Canterbury Tale,6515,3,1944,36695
"Uninvited, The",9270,3,1944,37415
Die Feuerzangenbowle,9718,1,1944,36818
Mildred Pierce,794,3,1945,37913
I Know Where I&#39;m Going,1213,3,1945,37800
"Seventh Veil, The",1280,3,1945,38924
Brief Encounter,1544,3,1945,37558
Along Came Jones,1639,0,1945,37508
Isle of the Dead,2004,3,1945,37820
"Enchanted Cottage, The",2434,3,1945,37671
"Objective, Burma!",3271,0,1945,37954
"Lost Weekend, The",3583,2,1945,37884
Detour,3999,1,1945,37638
Spellbound,4252,3,1945,38109
"Rome, Open City",4428,3,1945,38890
Scarlet Street,5081,3,1945,38057
Children of Paradise,5129,2,1945,37674
Keep Your Powder Dry,5677,3,1945,37843
"Woman in Green, The",5856,3,1945,38259
Anchors Aweigh,6017,0,1945,37514
Thin Man Goes Home,6848,2,1945,37365
"Red Dragon, The",6945,1,1945,38017
Dead of Night,7185,3,1945,37635
Les dames du Bois de Boulogne,7835,3,1945,37630
"Wicked Lady, The",9005,3,1945,38250
Leave Her to Heaven,10235,3,1945,37865
"Corn Is Green, The",10345,3,1945,37614
"Bells of St Mary&#39;s, The",10666,3,1945,37536
Notorious,622,2,1946,38787
"Harvey Girls, The",786,3,1946,38589
"Big Sleep, The",971,1,1946,38355
"Postman Always Rings Twice, The",1424,1,1946,38854
Stairway to Heaven,1231,0,1946,38733
Beauty and the Beast,1268,3,1946,38348
Deception,1377,0,1946,38461
Devotion,1381,3,1946,38474
Two Sisters from Boston,1680,3,1946,39054
It&#39;s a Wonderful Life,2235,3,1946,38650
"Jolson Story, The",2654,1,1946,38661
Gilda,2809,0,1946,38559
"Strange Woman, The",3145,3,1946,38990
My Darling Clementine,3783,1,1946,38762
"Best Years of Our Lives, The",3982,2,1946,36868
Dressed to Kill,4002,3,1946,38494
Duel in the sun,4900,2,1946,38499
"Chase, The",5497,1,1946,38409
Song of the South,5646,2,1946,38969
Terror by Night,5872,1,1946,39017
"Dark Corner, The",5961,1,1946,38453
"Stranger, The",7671,3,1946,38991
Make Mine Music,8052,1,1946,38718
"Years Between, The",8354,3,1946,39112
Great Expectations,9182,2,1946,38574
She-Wolf of London,10597,3,1946,38934
Black Narcissus,1211,3,1947,39192
"Exile, The",1235,1,1947,39360
Odd Man Out,1278,2,1947,39677
Good News,1679,2,1947,39431
"Shocking Miss Pilgrim, The",1681,3,1947,39819
"Egg and I, The",2287,3,1947,39349
"Paradine Case, The",2330,2,1947,39694
"Ghost and Mrs. Muir, The",3047,3,1947,39420
Gunfighters,3112,2,1947,39441
Crossfire,4411,2,1947,39286
Calendar Girl,5779,2,1947,39236
Build My Gallows High,6550,2,1947,39689
Nada,7432,3,1947,39650
Fun &amp; Fancy Free,8053,1,1947,39404
Body and Soul,8619,3,1947,39204
Dishonored Lady,8646,3,1947,39324
"Unfinished Dance, The",8729,3,1947,39938
"Lady from Shanghai, The",8756,0,1947,40525
Miracle on 34th Street,8989,3,1947,39628
Gentleman&#39;s Agreement,9598,1,1947,39416
"Voice of the Turtle, The",10350,3,1947,39969
Dark Passage,10523,2,1947,39302
Monsieur Verdoux,10635,3,1947,39631
Red River,1320,0,1948,40724
"Red Shoes, The",1229,3,1948,40725
Hamlet,1232,1,1948,40416
Bonnie Prince Charlie,1236,2,1948,40183
Enchantment,1241,3,1948,40321
Anna Karenina,1262,2,1948,40098
