title,imdbid,year,rating,BUDGET,passed,adj_budget
Nim&#39;s Island,410377,2008,3,37000000.0,True,50293005.6710775
Get Smart,425061,2008,1,80000000.0,False,108741633.88341081
Wanted,493464,2008,1,75000000.0,False,101945281.76569763
Baby Mama,871426,2008,3,30000000.0,True,40778112.70627906
Be Kind Rewind,799934,2008,1,20000000.0,False,27185408.470852703
Vantage Point,443274,2008,3,40000000.0,True,54370816.941705406
Iron Man,371746,2008,2,140000000.0,False,190297859.2959689
What Happens In Vegas,1033643,2008,3,35000000.0,True,47574464.82399222
Burn After Reading,887883,2008,1,37000000.0,False,50293005.6710775
Speed Racer,811080,2008,3,120000000.0,True,163112450.82511625
Meet Dave,765476,2008,1,60000000.0,False,81556225.41255812
Journey to the Center of the Earth,373051,2008,1,45000000.0,False,61167169.05941858
"Incredible Hulk, The",800080,2008,1,150000000.0,False,203890563.53139526
Appaloosa,800308,2008,1,20000000.0,False,27185408.470852703
Nick and Norah&#39;s Infinite Playlist,981227,2008,3,9000000.0,True,12233433.811883716
27 Dresses,988595,2008,3,30000000.0,True,40778112.70627906
Hellboy II: The Golden Army,411477,2008,1,85000000.0,False,115537986.00112398
Role Models,430922,2008,1,28000000.0,False,38059571.85919379
Bolt,397892,2008,3,150000000.0,True,203890563.53139526
Death Race,452608,2008,1,45000000.0,False,61167169.05941858
Transporter 3,1129442,2008,0,30000000.0,False,40778112.70627906
Milk,1013753,2008,1,20000000.0,False,27185408.470852703
Vicky Cristina Barcelona,497465,2008,3,15000000.0,True,20389056.35313953
Slumdog Millionaire,1010048,2008,1,15000000.0,False,20389056.35313953
Doubt,918927,2008,3,20000000.0,True,27185408.470852703
Step Brothers,838283,2008,1,65000000.0,False,88352577.53027129
Tropic Thunder,942385,2008,0,92000000.0,False,125052878.96592243
"Reader, The",976051,2008,1,32000000.0,False,43496653.55336433
Revolutionary Road,959337,2008,3,35000000.0,True,47574464.82399222
"Wrestler, The",1125849,2008,1,6000000.0,False,8155622.54125581
Changeling,824747,2008,3,55000000.0,True,74759873.29484493
"Day the Earth Stood Still, The",970416,2008,3,80000000.0,True,108741633.88341081
Yes Man,1068680,2008,1,70000000.0,False,95148929.64798445
Inkheart,494238,2008,3,60000000.0,True,81556225.41255812
Max Payne,467197,2008,3,35000000.0,True,47574464.82399222
Bedtime Stories,960731,2008,3,80000000.0,True,108741633.88341081
Mamma Mia!,795421,2008,3,52000000.0,True,70682062.02421702
Sunshine Cleaning,862846,2008,3,5000000.0,True,6796352.117713176
"Women, The",430770,2008,3,16000000.0,True,21748326.776682165
Blindness,861689,2008,3,25000000.0,True,33981760.58856588
Pineapple Express,910936,2008,2,27000000.0,False,36700301.435651146
Taken,936501,2008,3,25000000.0,True,33981760.58856588
"Eye, The",406759,2008,3,12000000.0,True,16311245.08251162
Eagle Eye,1059786,2008,1,10000000.0,False,13592704.235426351
High School Musical 3: Senior Year,962726,2008,3,11000000.0,True,14951974.658968985
Quantum of Solace,830515,2008,1,200000000.0,False,271854084.708527
Gake no ue no Ponyo,876563,2008,3,41677699.0,True,56651263.57201246
Tinker Bell,823671,2008,3,48000000.0,True,65244980.33004648
Fashion,964516,2008,3,5000000.0,True,6796352.117713176
"Hurt Locker, The",887912,2008,1,15000000.0,False,20389056.35313953
Twilight,1099212,2008,3,37000000.0,True,50293005.6710775
Gran Torino,1205489,2008,2,33000000.0,False,44855923.97690696
Che: Part One,892255,2008,1,30000000.0,False,40778112.70627906
"Curious Case of Benjamin Button, The",421715,2008,3,150000000.0,True,203890563.53139526
Ghost Town,995039,2008,1,20000000.0,False,27185408.470852703
Quarantine,1082868,2008,3,12000000.0,True,16311245.08251162
Repo! The Genetic Opera,963194,2008,3,8500000.0,True,11553798.6001124
Franklyn,893402,2008,2,12000000.0,False,16311245.08251162
L&aring;t den r&auml;tte komma in (Let the Right One In),1139797,2008,1,4000000.0,False,5437081.694170541
Kung Fu Panda,441773,2008,3,130000000.0,True,176705155.06054258
Sex and the City,1000774,2008,3,65000000.0,True,88352577.53027129
Cloverfield,1060277,2008,3,25000000.0,True,33981760.58856588
"Sisterhood of the Traveling Pants 2, The",1018785,2008,3,27000000.0,True,36700301.435651146
Four Christmases,369436,2008,3,80000000.0,True,108741633.88341081
"Secret Life of Bees, The",416212,2008,3,11000000.0,True,14951974.658968985
Pontypool,1226681,2008,0,1500000.0,False,2038905.6353139526
Frost/Nixon,870111,2008,1,25000000.0,False,33981760.58856588
City of Ember,970411,2008,3,55000000.0,True,74759873.29484493
"House Bunny, The",852713,2008,3,25000000.0,True,33981760.58856588
Indiana Jones and the Kingdom of the Crystal Skull,367882,2008,1,185000000.0,False,251465028.35538748
"Chronicles of Narnia: Prince Caspian, The",499448,2008,3,225000000.0,True,305835845.2970929
Stargate: Continuum,929629,2008,1,7000000.0,False,9514892.964798447
Step Up 2: The Streets,1023481,2008,3,23000000.0,True,31263219.741480608
Horton Hears a Who!,451079,2008,1,85000000.0,False,115537986.00112398
"Forbidden Kingdom, The",865556,2008,1,55000000.0,False,74759873.29484493
Marley &amp; Me,822832,2008,2,60000000.0,False,81556225.41255812
Igor,465502,2008,2,25000000.0,False,33981760.58856588
Passengers,449487,2008,3,25000000.0,True,33981760.58856588
Miracle at St. Anna,1046997,2008,2,45000000.0,False,61167169.05941858
RocknRolla,1032755,2008,1,18000000.0,False,24466867.62376743
Stargate: The Ark of Truth,942903,2008,3,7000000.0,True,9514892.964798447
Wild Child,1024255,2008,3,20000000.0,True,27185408.470852703
Martyrs,1029234,2008,3,6500000.0,True,8835257.753027128
"Synecdoche, New York",383028,2008,3,21000000.0,True,28544678.894395337
"Other Boleyn Girl, The",467200,2008,3,35000000.0,True,47574464.82399222
"Tale of Despereaux, The",420238,2008,3,60000000.0,True,81556225.41255812
Fireproof,1129423,2008,2,500000.0,False,679635.2117713176
Wendy and Lucy,1152850,2008,3,200000.0,True,271854.084708527
Chi bi (Red Cliff),425637,2008,1,80341000.0,False,109205145.09783885
Forgetting Sarah Marshall,800039,2008,3,30000000.0,True,40778112.70627906
Australia,455824,2008,2,130000000.0,False,176705155.06054258
Seven Pounds,814314,2008,3,55000000.0,True,74759873.29484493
Hamlet 2,1104733,2008,3,9000000.0,True,12233433.811883716
Deception,800240,2008,1,25000000.0,False,33981760.58856588
"Brothers Bloom, The",844286,2008,3,20000000.0,True,27185408.470852703
Valkyrie,985699,2008,1,75000000.0,False,101945281.76569763
Transsiberian,800241,2008,3,15000000.0,True,20389056.35313953
While She Was Out,887971,2008,3,6000000.0,True,8155622.54125581
Day of the Dead,489018,2008,3,18000000.0,True,24466867.62376743
"Duchess, The",864761,2008,3,17759769.0,True,24140328.730649363
"Strangers, The",482606,2008,3,9000000.0,True,12233433.811883716
Defiance,1034303,2008,3,32000000.0,True,43496653.55336433
Doomsday,483607,2008,3,30000000.0,True,40778112.70627906
Fly Me to the Moon,486321,2008,0,25000000.0,False,33981760.58856588
"Baader Meinhof Complex, The",765432,2008,3,27000000.0,True,36700301.435651146
"Welcome Home, Roscoe Jenkins",494652,2008,3,35000000.0,True,47574464.82399222
Dante 01,487928,2008,3,8000000.0,True,10874163.388341082
"Spirit, The",831887,2008,2,60000000.0,False,81556225.41255812
Made of Honor,866439,2008,2,40000000.0,False,54370816.941705406
Mirrors,790686,2008,1,35000000.0,False,47574464.82399222
Over Her Dead Body,785007,2008,3,10000000.0,True,13592704.235426351
Superhero Movie,426592,2008,3,35000000.0,True,47574464.82399222
Bronson,1172570,2008,1,230000.0,False,312632.1974148061
"Ruins, The",963794,2008,3,8000000.0,True,10874163.388341082
"Mummy: Tomb of the Dragon Emperor, The",859163,2008,3,145000000.0,True,197094211.41368207
"Chaser, The",1190539,2008,0,120456666.0,False,163733183.41235372
"Secret of Moonacre, The",396707,2008,3,12000000.0,True,16311245.08251162
Nothing But the Truth,1073241,2008,3,11500000.0,True,15631609.870740304
"Burning Plain, The",1068641,2008,3,20000000.0,True,27185408.470852703
Bienvenue chez les Ch&#39;tis,1064932,2008,2,11000000.0,False,14951974.658968985
"X-Files: I Want to Believe, The",443701,2008,3,30000000.0,True,40778112.70627906
Sleep Dealer,804529,2008,0,2500000.0,False,3398176.058856588
"10,000 BC",443649,2008,1,105000000.0,False,142723394.4719767
La mujer sin cabeza,1221141,2008,3,2700000.0,True,3670030.1435651146
Rambo,462499,2008,0,50000000.0,False,67963521.17713176
"Boy in the Striped Pajamas, The",914798,2008,3,12500000.0,True,16990880.29428294
Solo Quiero Caminar,1078600,2008,3,19000000.0,True,25826138.047310065
Die Welle,1063669,2008,3,7500000.0,True,10194528.176569765
A Wednesday,1280558,2008,1,1400000.0,False,1902978.5929596892
Brideshead Revisited,412536,2008,1,20000000.0,False,27185408.470852703
Mannen som elsket Yngve,1114723,2008,1,2200000.0,False,2990394.931793797
Valami Amerika 2,1235075,2008,1,1500000.0,False,2038905.6353139526
Bottle Shock,914797,2008,1,5000000.0,False,6796352.117713176
"Spiderwick Chronicles, The",416236,2008,0,90000000.0,False,122334338.11883716
Saw V,1132626,2008,3,10800000.0,True,14680120.574260458
Lakeview Terrace,947802,2008,3,20000000.0,True,27185408.470852703
Yip Man,1220719,2008,0,11715578.0,False,15924638.670106778
Meet the Spartans,1073498,2008,1,30000000.0,False,40778112.70627906
Never Back Down,1023111,2008,2,20000000.0,False,27185408.470852703
Star Wars: The Clone Wars,1185834,2008,1,8500000.0,False,11553798.6001124
You Don&#146;t Mess with the Zohan,960144,2008,1,90000000.0,False,122334338.11883716
Madagascar escape 2 africa,479952,2008,0,150000000.0,False,203890563.53139526
College Road Trip,997047,2008,1,25000000.0,False,33981760.58856588
Body of Lies,758774,2008,2,70000000.0,False,95148929.64798445
Beverly Hills Chihuahua,1014775,2008,3,20000000.0,True,27185408.470852703
Dead Like Me: Life After Death,1079444,2009,3,5000000.0,True,6820618.354875848
Thick as Thieves,1112782,2009,1,25000000.0,False,34103091.77437924
Coraline,327597,2009,3,60000000.0,True,81847420.25851019
17 Again,974661,2009,3,20000000.0,True,27282473.41950339
Star Trek,796366,2009,3,150000000.0,True,204618550.64627543
Angels &amp; Demons,808151,2009,0,150000000.0,False,204618550.64627543
Up,1049413,2009,1,175000000.0,False,238721642.42065468
Terminator Salvation,438488,2009,2,200000000.0,False,272824734.1950339
"Soloist, The",821642,2009,1,60000000.0,False,81847420.25851019
Push,465580,2009,3,38000000.0,True,51836699.49705644
Knowing,448011,2009,1,50000000.0,False,68206183.54875848
Watchmen,409459,2009,3,130000000.0,True,177336077.22677207
"Hangover, The",1119646,2009,1,35000000.0,False,47744328.484130934
Public Enemies,1152836,2009,1,80000000.0,False,109129893.67801356
Harry Potter and the Half-Blood Prince,417741,2009,3,250000000.0,True,341030917.7437924
Grey Gardens,758751,2009,3,12000000.0,True,16369484.051702036
Funny People,1201167,2009,1,75000000.0,False,102309275.32313772
Julie &amp; Julia,1135503,2009,3,40000000.0,True,54564946.83900678
(500) Days of Summer,1022603,2009,1,7500000.0,False,10230927.532313773
G.I. Joe: The Rise of Cobra,1046173,2009,1,175000000.0,False,238721642.42065468
"Taking of Pelham 123, The",1111422,2009,0,100000000.0,False,136412367.09751695
Ice Age: Dawn of the Dinosaurs,1080016,2009,1,90000000.0,False,122771130.38776526
District 9,1136608,2009,1,30000000.0,False,40923710.12925509
Orphan,1148204,2009,3,20000000.0,True,27282473.41950339
Transformers: Revenge of the Fallen,1055369,2009,3,200000000.0,True,272824734.1950339
Br&uuml;no,889583,2009,0,42000000.0,False,57293194.18095712
"Girl with the Dragon Tattoo, The",1132620,2009,3,13000000.0,True,17733607.722677205
9,472033,2009,0,30000000.0,False,40923710.12925509
Whatever Works,1178663,2009,3,15000000.0,True,20461855.064627547
Duplicity,1135487,2009,2,60000000.0,False,81847420.25851019
X-Men Origins: Wolverine,458525,2009,3,150000000.0,True,204618550.64627543
"I Love You, Man",1155056,2009,2,41000000.0,False,55929070.50998195
Whip It,1172233,2009,3,15000000.0,True,20461855.064627547
Surrogates,986263,2009,1,80000000.0,False,109129893.67801356
Zombieland,1156398,2009,3,23600000.0,True,32193318.635014
"Maiden Heist, The",1107860,2009,0,20000000.0,False,27282473.41950339
Cloudy with a Chance of Meatballs,844471,2009,1,100000000.0,False,136412367.09751695
Tsar,1424431,2009,1,15000000.0,False,20461855.064627547
Underworld: Rise of the Lycans,834001,2009,1,35000000.0,False,47744328.484130934
Moon,1182345,2009,1,5000000.0,False,6820618.354875848
"Men Who Stare at Goats, The",1234548,2009,0,24000000.0,False,32738968.10340407
Fantastic Mr. Fox,432283,2009,1,40000000.0,False,54564946.83900678
"Invention of Lying, The",1058017,2009,2,18500000.0,False,25236287.913040634
Inglourious Basterds,361748,2009,3,70000000.0,True,95488656.96826187
"Princess and the Frog, The",780521,2009,3,105000000.0,True,143232985.45239282
Ninja Assassin,1186367,2009,1,40000000.0,False,54564946.83900678
Up in the Air,1193138,2009,2,25000000.0,False,34103091.77437924
Avatar,499549,2009,3,237000000.0,True,323297310.02111524
Sherlock Holmes,988045,2009,1,90000000.0,False,122771130.38776526
Precious: Based on the Novel Push by Sapphire,929632,2009,3,10000000.0,True,13641236.709751695
A Perfect Getaway,971209,2009,3,14000000.0,True,19097731.393652376
Jennifer&#39;s Body,1131734,2009,3,16000000.0,True,21825978.735602714
Antichrist,870984,2009,0,11000000.0,False,15005360.380726865
Drag Me to Hell,1127180,2009,3,30000000.0,True,40923710.12925509
Madeo,1216496,2009,3,5000000.0,True,6820618.354875848
Spring Breakdown,814331,2009,3,12300000.0,True,16778721.152994584
Agora,1186830,2009,1,70000000.0,False,95488656.96826187
"Imaginarium of Doctor Parnassus, The",1054606,2009,1,30000000.0,False,40923710.12925509
A Single Man,1315981,2009,1,7000000.0,False,9548865.696826188
Nine,875034,2009,2,80000000.0,False,109129893.67801356
Dogtooth,1379182,2009,3,275576.0,True,375919.7447526533
"Road, The",898367,2009,1,32000000.0,False,43651957.47120543
"Lovely Bones, The",380510,2009,3,65000000.0,True,88668038.61338603
Capitalism: A Love Story,1232207,2009,1,20000000.0,False,27282473.41950339
I Love You Phillip Morris,1045772,2009,1,13000000.0,False,17733607.722677205
It&#39;s Complicated,1230414,2009,3,85000000.0,True,115950512.03288941
New Moon,1259571,2009,3,50000000.0,True,68206183.54875848
My Sister&#39;s Keeper,1078588,2009,3,30000000.0,True,40923710.12925509
Away We Go,1176740,2009,3,17000000.0,True,23190102.406577885
Soul Kitchen,1244668,2009,1,5000000.0,False,6820618.354875848
"Boat That Rocked, The",1131729,2009,3,50000000.0,True,68206183.54875848
Fish Tank,1232776,2009,3,3000000.0,True,4092371.012925509
An Education,1174732,2009,3,7500000.0,True,10230927.532313773
Bright Star,810784,2009,3,10000000.0,True,13641236.709751695
Law Abiding Citizen,1197624,2009,3,53000000.0,True,72298554.56168398
Splice,1017460,2009,3,26000000.0,True,35467215.44535441
Astro Boy,375568,2009,3,10000000.0,True,13641236.709751695
Daybreakers,433362,2009,1,20000000.0,False,27282473.41950339
Confessions of a Shopaholic,1093908,2009,3,40000000.0,True,54564946.83900678
Brooklyn&#39;s Finest,1210042,2009,1,17000000.0,False,23190102.406577885
"Human Centipede (First Sequence), The",1467304,2009,3,2011799.0,True,2744342.637144175
"Informant!, The",1130080,2009,1,22000000.0,False,30010720.76145373
Air Doll,1371630,2009,1,125000.0,False,170515.4588718962
Invictus,1057500,2009,1,60000000.0,False,81847420.25851019
Chloe,1352824,2009,3,14000000.0,True,19097731.393652376
Life During Wartime,808526,2009,3,4500000.0,True,6138556.519388263
Mr. Nobody,485947,2009,1,47000000.0,False,64113812.53583297
Planet 51,762125,2009,1,70000000.0,False,95488656.96826187
Youth in Revolt,403702,2009,1,18000000.0,False,24554226.077553052
All About Steve,881891,2009,3,15000000.0,True,20461855.064627547
"Proposal, The",1041829,2009,2,40000000.0,False,54564946.83900678
Hua Mulan,1308138,2009,3,12000000.0,True,16369484.051702036
Mother and Child,1121977,2009,3,7000000.0,True,9548865.696826188
Exam,1258197,2009,3,600000.0,True,818474.2025851017
Brothers,765010,2009,3,26000000.0,True,35467215.44535441
"Young Victoria, The",962736,2009,3,35000000.0,True,47744328.484130934
"Girlfriend Experience, The",1103982,2009,3,1700000.0,True,2319010.2406577882
Bride Wars,901476,2009,3,30000000.0,True,40923710.12925509
2012,1190080,2009,1,200000000.0,False,272824734.1950339
"Assassin Next Door, The",1198153,2009,3,3000000.0,True,4092371.012925509
Survival of the Dead,1134854,2009,1,4000000.0,False,5456494.6839006785
"Unborn, The",1139668,2009,3,16000000.0,True,21825978.735602714
"Ugly Truth, The",1142988,2009,2,38000000.0,False,51836699.49705644
Thirst (Bakjwi),762073,2009,3,5000000.0,True,6820618.354875848
Case 39,795351,2009,3,27000000.0,True,36831339.11632958
A Prophet (Un Prophete),1235166,2009,1,13000000.0,False,17733607.722677205
Micmacs (Micmacs &agrave; tire-larigot),1149361,2009,3,33000000.0,True,45016081.1421806
Lourdes,1405809,2009,3,2500000.0,True,3410309.177437924
"Police, Adjective",1337051,2009,1,1089360.0,False,1486021.7622135107
"Disappearance of Alice Creed, The",1379177,2009,0,800000.0,False,1091298.9367801356
Defendor,1303828,2009,1,3500000.0,False,4774432.848413094
A Serious Man,1019452,2009,2,7000000.0,False,9548865.696826188
"Time Traveler&#39;s Wife, The",452694,2009,3,39000000.0,True,53200823.16803161
Everybody&#39;s Fine,780511,2009,2,21000000.0,False,28646597.09047856
Crossing Over,924129,2009,3,25000000.0,True,34103091.77437924
"Blind Side, The",878804,2009,2,29000000.0,False,39559586.458279915
"Good Guy, The",1247662,2009,3,3200000.0,True,4365195.747120542
"Girl Who Kicked the Hornets&#39; Nest, The",1343097,2009,3,4000000.0,True,5456494.6839006785
Ondine,1235796,2009,3,12000000.0,True,16369484.051702036
"Girl Who Played with Fire, The",1216487,2009,3,4422952.0,True,6033453.518786969
Tournament,471041,2009,0,8000000.0,False,10912989.367801357
"Box, The",362478,2009,3,30000000.0,True,40923710.12925509
Get Low,1194263,2009,1,7500000.0,False,10230927.532313773
Where the Wild Things Are,386117,2009,1,100000000.0,False,136412367.09751695
G-Force,436339,2009,1,150000000.0,False,204618550.64627543
Fast &amp; Furious,1013752,2009,1,85000000.0,False,115950512.03288941
Paper Heart,1331064,2009,3,1000000.0,True,1364123.6709751696
"Bad Lieutenant: Port of Call - New Orleans, The",1095217,2009,3,25000000.0,True,34103091.77437924
My Bloody Valentine 3D,1179891,2009,2,15000000.0,False,20461855.064627547
Gamer,1034032,2009,1,50000000.0,False,68206183.54875848
"Boondock Saints II: All Saints Day, The",1300851,2009,0,8000000.0,False,10912989.367801357
Monsters vs Aliens,892782,2009,3,175000000.0,True,238721642.42065468
Mary and Max,978762,2009,1,590235.0,False,805153.5349380292
Enter the Void,1191111,2009,1,13000000.0,False,17733607.722677205
"Messenger, The",790712,2009,1,6500000.0,False,8866803.861338602
Broken Embraces,913425,2009,3,18000000.0,True,24554226.077553052
"Double Hour, The",1379222,2009,3,3906840.0,True,5329412.9227126315
Veronika Decides to Die,1068678,2009,3,9000000.0,True,12277113.038776526
OSS 117: Lost in Rio,1167660,2009,1,31165200.0,False,42513187.03067536
3 Idiots,1187043,2009,1,9000000.0,False,12277113.038776526
C Me Dance,1314645,2009,3,500000.0,True,682061.8354875848
He&#39;s Just Not That Into You,1001508,2009,3,40000000.0,True,54564946.83900678
Harry Brown,1289406,2009,1,7300000.0,False,9958102.798118738
Paa,1532957,2009,2,3250000.0,False,4433401.930669301
Armored,913354,2009,0,20000000.0,False,27282473.41950339
Black Dynamite,1190536,2009,2,2900000.0,False,3955958.645827992
Valhalla Rising,862467,2009,0,5641880.0,False,7696222.05680139
Pandorum,1188729,2009,1,33000000.0,False,45016081.1421806
"Fourth Kind, The",1220198,2009,3,10000000.0,True,13641236.709751695
Fired Up!,1083456,2009,1,20000000.0,False,27282473.41950339
I Come with the Rain,1024744,2009,0,18000000.0,False,24554226.077553052
Whiteout,365929,2009,3,40000000.0,True,54564946.83900678
Elsewhere,874271,2009,3,500000.0,True,682061.8354875848
Friday the 13th,758746,2009,2,19000000.0,False,25918349.74852822
"Final Destination, The",1144884,2009,3,40000000.0,True,54564946.83900678
[Rec] 2,1245112,2009,1,5600000.0,False,7639092.55746095
State of Play,473705,2009,3,60000000.0,True,81847420.25851019
"Last House on the Left, The",844708,2009,3,15000000.0,True,20461855.064627547
Amelia,1129445,2009,3,40000000.0,True,54564946.83900678
Drool,1268962,2009,3,1000000.0,True,1364123.6709751696
Reykjavik Whale Watching Massacre,1075749,2009,3,4000000.0,True,5456494.6839006785
"Joneses, The",1285309,2009,3,10000000.0,True,13641236.709751695
Aliens in the Attic,775552,2009,3,45000000.0,True,61385565.19388263
Triangle,1187064,2009,3,12000000.0,True,16369484.051702036
Children of the Corn,1290135,2009,1,4500000.0,False,6138556.519388263
Love Happens,899106,2009,3,18000000.0,True,24554226.077553052
Solomon Kane,970452,2009,3,45000000.0,True,61385565.19388263
Sorority Row,1232783,2009,3,12500000.0,True,17051545.88718962
After.Life,838247,2009,1,4500000.0,False,6138556.519388263
"Descent: Part 2, The",1073105,2009,3,6000200.0,True,8185014.850585212
"Cry of the Owl, The",1034302,2009,0,11500000.0,False,15687422.21621445
Beautiful Kate,1209377,2009,3,4300000.0,True,5865731.78519323
Land of the Lost,457400,2009,0,100000000.0,False,136412367.09751695
Celda 211,1242422,2009,0,5700000.0,False,7775504.924558466
Hachi: A Dog&#39;s Tale,1028532,2009,1,16000000.0,False,21825978.735602714
Year One,1045778,2009,3,60000000.0,True,81847420.25851019
Night at the Museum: Battle of the Smithsonian,1078912,2009,1,150000000.0,False,204618550.64627543
"Greatest, The",1226232,2009,3,6000000.0,True,8184742.025851018
Old Dogs,976238,2009,3,35000000.0,True,47744328.484130934
Hannah Montana: The Movie,1114677,2009,2,35000000.0,False,47744328.484130934
Paul Blart: Mall Cop,1114740,2009,1,26000000.0,False,35467215.44535441
Crazy Heart,1263670,2009,1,7000000.0,False,9548865.696826188
Saw VI,1233227,2009,3,11000000.0,True,15005360.380726865
"Crazies, The",455407,2010,3,20000000.0,True,26842187.32802582
Alice in Wonderland,1014759,2010,3,200000000.0,True,268421873.28025824
Our Family Wedding,1305583,2010,3,14000000.0,True,18789531.129618075
Green Zone,947810,2010,0,100000000.0,False,134210936.64012912
Diary of a Wimpy Kid,1196141,2010,3,15000000.0,True,20131640.49601937
How to Train Your Dragon,892769,2010,3,165000000.0,True,221448045.45621303
Hot Tub Time Machine,1231587,2010,1,36000000.0,False,48315937.19044648
Shutter Island,1130884,2010,1,80000000.0,False,107368749.31210329
"Wolfman, The",780653,2010,1,150000000.0,False,201316404.96019366
Repo Men,1053424,2010,3,32000000.0,True,42947499.72484133
Kick-Ass,1250777,2010,1,28000000.0,False,37579062.25923615
Date Night,1279935,2010,3,55000000.0,True,73816015.15207101
Iron Man 2,1228705,2010,3,200000000.0,True,268421873.28025824
"Back-up Plan, The",1212436,2010,3,35000000.0,True,46973827.82404519
Robin Hood,955308,2010,3,200000000.0,True,268421873.28025824
Letters to Juliet,892318,2010,3,30000000.0,True,40263280.99203874
MacGruber,1470023,2010,1,10000000.0,False,13421093.66401291
"Ghost Writer, The",1139328,2010,2,45000000.0,False,60394921.488058105
Prince of Persia: The Sands of Time,473075,2010,0,150000000.0,False,201316404.96019366
"Runaways, The",1017451,2010,3,10000000.0,True,13421093.66401291
Sex and the city 2,1261945,2010,3,100000000.0,True,134210936.64012912
Book of Eli,1037705,2010,3,80000000.0,True,107368749.31210329
Get Him To The Greek,1226229,2010,1,40000000.0,False,53684374.65605164
Shrek Forever After,892791,2010,1,165000000.0,False,221448045.45621303
Please Give,878835,2010,3,3000000.0,True,4026328.0992038734
Winter&#39;s Bone,1399683,2010,3,2000000.0,True,2684218.732802583
"Karate Kid, The",1155076,2010,3,40000000.0,True,53684374.65605164
Tiny Furniture,1570989,2010,3,65000.0,True,87237.10881608394
Toy Story 3,435761,2010,3,200000000.0,True,268421873.28025824
"A-Team, The",429493,2010,0,110000000.0,False,147632030.30414203
Legion,1038686,2010,3,26000000.0,True,34894843.52643357
Grown Ups,1375670,2010,3,80000000.0,True,107368749.31210329
Valentine&#39;s Day,817230,2010,3,52000000.0,True,69789687.05286714
I Am Love,1226236,2010,3,3600000.0,True,4831593.719044648
"Last Airbender, The",938283,2010,1,150000000.0,False,201316404.96019366
"Switch, The",889573,2010,2,19000000.0,False,25500077.961624533
Ramona and Beezus,493949,2010,3,15000000.0,True,20131640.49601937
Centurion,1020558,2010,1,12000000.0,False,16105312.396815494
"Expendables, The",1320253,2010,1,80000000.0,False,107368749.31210329
Shelter,1179069,2010,3,22000000.0,True,29526406.060828406
"Sorcerer&#39;s Apprentice, The",963966,2010,1,150000000.0,False,201316404.96019366
Remember Me,1403981,2010,3,16000000.0,True,21473749.862420663
"Town, The",840361,2010,1,37000000.0,False,49658046.55684777
Middle Men,1251757,2010,1,22000000.0,False,29526406.060828406
"Other Guys, The",1386588,2010,2,100000000.0,False,134210936.64012912
You Will Meet a Tall Dark Stranger,1182350,2010,3,22000000.0,True,29526406.060828406
Resident Evil: Afterlife,1220634,2010,3,60000000.0,True,80526561.98407748
Salt,944835,2010,3,110000000.0,True,147632030.30414203
Knight and Day,1013743,2010,2,117000000.0,False,157026795.86895108
"Kids Are All Right, The",842926,2010,3,3500000.0,True,4697382.782404519
"Twilight Saga: Eclipse, The",1325004,2010,3,68000000.0,True,91263436.91528781
Despicable Me,1323594,2010,3,69000000.0,True,92605546.2816891
Cyrus,1336617,2010,1,7000000.0,False,9394765.564809037
Predators,1424381,2010,0,40000000.0,False,53684374.65605164
Inception,1375666,2010,3,160000000.0,True,214737498.62420657
Easy A,1282140,2010,3,8000000.0,True,10736874.931210332
"American, The",1440728,2010,1,20000000.0,False,26842187.32802582
Cop Out,1385867,2010,1,30000000.0,False,40263280.99203874
"Losers, The",480255,2010,1,25000000.0,False,33552734.16003228
Love Like Poison,1646985,2010,3,2000000.0,True,2684218.732802583
"Eat, Pray, Love",879870,2010,3,60000000.0,True,80526561.98407748
Machete,985694,2010,3,20000000.0,True,26842187.32802582
Dinner for Schmucks,427152,2010,1,69000000.0,False,92605546.2816891
Scott Pilgrim vs. the World,446029,2010,3,60000000.0,True,80526561.98407748
"Housemaid, The",1314652,2010,3,4000000.0,True,5368437.465605166
Going the Distance,1322312,2010,3,32000000.0,True,42947499.72484133
"Last Exorcism, The",1320244,2010,3,1800000.0,True,2415796.859522324
"Social Network, The",1285016,2010,1,40000000.0,False,53684374.65605164
You Again,1414382,2010,3,20000000.0,True,26842187.32802582
Let Me In,1228987,2010,1,20000000.0,False,26842187.32802582
Buried,1462758,2010,1,1987650.0,False,2667643.682127527
Made In Dagenham,1371155,2010,3,7200000.0,True,9663187.438089296
"Tempest, The",1274300,2010,3,20000000.0,True,26842187.32802582
Wall Street: Money Never Sleeps,1027718,2010,3,70000000.0,True,93947655.64809038
Black Swan,947798,2010,3,13000000.0,True,17447421.763216786
Secretariat,1028576,2010,3,35000000.0,True,46973827.82404519
13 Assassins,1436045,2010,1,6000000.0,False,8052656.198407747
Red,1245526,2010,2,58000000.0,False,77842343.25127488
Devil,1314655,2010,3,10000000.0,True,13421093.66401291
Morning Glory,1126618,2010,3,40000000.0,True,53684374.65605164
Burlesque,1126591,2010,3,55000000.0,True,73816015.15207101
Elle s&#39;appelait Sarah (Sarah&#39;s key),1668200,2010,3,10000000.0,True,13421093.66401291
Megamind,1001526,2010,0,130000000.0,False,174474217.63216788
127 Hours,1542344,2010,3,18000000.0,True,24157968.59522324
Unstoppable,477080,2010,3,100000000.0,True,134210936.64012912
Another Year,1431181,2010,3,8000000.0,True,10736874.931210332
